datasetInd,auc_1year,auc_2year,auc_3year
0,0.8803418803418804,0.8815789473684211,0.8484848484848485
1,0.8157894736842105,0.8041666666666667,0.8504273504273504
2,0.7454545454545455,0.9393939393939392,0.9393939393939392
3,0.8136363636363637,0.8151260504201681,0.8205128205128206
4,0.8333333333333334,0.8245614035087719,0.7773109243697479
5,0.709090909090909,0.725,0.7587719298245614
6,0.8201754385964912,0.8823529411764707,0.8376068376068375
7,0.9227272727272727,0.9159663865546219,0.9316239316239316
8,0.861904761904762,0.8250000000000001,0.7948717948717948
9,0.764957264957265,0.7456140350877193,0.6666666666666667
10,0.865546218487395,0.8403361344537815,0.7894736842105263
11,0.7626262626262627,0.7375,0.7735042735042735
12,0.8640350877192983,0.9033613445378151,0.9033613445378151
13,0.8947368421052632,0.8823529411764706,0.837719298245614
14,0.6619047619047619,0.75,0.5904761904761905
15,0.7863636363636364,0.819327731092437,0.7590909090909091
16,0.9017094017094017,0.8833333333333333,0.858974358974359
17,0.7236842105263158,0.8508771929824561,0.8818181818181817
18,0.7105263157894737,0.7436974789915967,0.7105263157894736
19,0.8,0.8201754385964912,0.8227272727272728
20,0.5954545454545455,0.5047619047619046,0.5434782608695652
21,0.8916666666666666,0.9529914529914529,0.9529914529914529
22,0.7352941176470589,0.782608695652174,0.782608695652174
23,0.764957264957265,0.7777777777777778,0.7777777777777778
24,0.7818181818181819,0.7333333333333334,0.7478991596638657
25,0.8,0.8859649122807017,0.8142857142857144
26,0.8666666666666667,0.8952380952380953,0.8838383838383839
27,0.8205128205128205,0.9342105263157894,0.9142857142857143
28,0.7264957264957265,0.773109243697479,0.7727272727272727
29,0.7749999999999999,0.8737373737373738,0.8532608695652174
30,0.719298245614035,0.7016806722689076,0.6454545454545454
31,0.8409090909090909,0.9208333333333333,0.881578947368421
32,0.819327731092437,0.8636363636363636,0.8636363636363636
33,0.8737373737373737,0.8865546218487396,0.905982905982906
34,0.7850877192982456,0.8333333333333333,0.8464912280701754
35,0.8952380952380953,0.7708333333333334,0.6929824561403508
36,0.7735042735042735,0.7100840336134454,0.7228260869565217
37,0.7008547008547009,0.7850877192982456,0.7954545454545454
38,0.7904761904761904,0.8504273504273504,0.8504273504273504
39,0.7818181818181817,0.8781512605042017,0.956140350877193
40,0.888888888888889,0.9159663865546218,0.8903508771929824
41,0.9871794871794871,0.990909090909091,0.9646464646464648
42,0.6909090909090908,0.6447368421052632,0.5909090909090908
43,0.7815126050420168,0.7476190476190476,0.6630434782608695
44,0.7083333333333334,0.6965811965811965,0.6863636363636364
45,0.8545454545454546,0.8632478632478632,0.8632478632478632
46,0.7773109243697479,0.8034188034188035,0.8245614035087719
47,0.8136363636363636,0.7791666666666667,0.7149122807017544
48,0.7761904761904762,0.8504273504273505,0.8684210526315789
49,0.7564102564102564,0.780952380952381,0.7934782608695652
50,0.825,0.8421052631578948,0.861904761904762
51,0.7863247863247863,0.8846153846153846,0.8846153846153846
52,0.76890756302521,0.7763157894736842,0.7428571428571429
53,0.819047619047619,0.8708333333333333,0.8583333333333333
54,0.7352941176470589,0.7714285714285715,0.7678571428571429
55,0.8318181818181818,0.8083333333333333,0.7350427350427351
56,0.7899159663865547,0.7373737373737373,0.7373737373737373
57,0.8333333333333333,0.8363636363636363,0.8809523809523809
58,0.8045454545454546,0.8461538461538461,0.8201754385964912
59,0.7380952380952381,0.726890756302521,0.7458333333333333
60,0.9,0.8083333333333333,0.7905982905982907
61,0.8772727272727272,0.9342105263157894,0.9454545454545454
62,0.7458333333333333,0.8686868686868686,0.8035714285714286
63,0.6885964912280702,0.7094017094017094,0.6772727272727274
64,0.680672268907563,0.8201754385964912,0.8095238095238096
65,0.7222222222222222,0.75,0.8035714285714286
66,0.7875,0.7318181818181818,0.7380952380952381
67,0.8529411764705882,0.8461538461538461,0.8045454545454545
68,0.7264957264957266,0.7681818181818182,0.7285714285714286
69,0.7525252525252526,0.8333333333333334,0.7587719298245613
70,0.8201754385964912,0.8697478991596639,0.9136363636363637
71,0.8,0.9078947368421052,0.8904761904761905
72,0.8034188034188033,0.8125,0.861344537815126
73,0.6791666666666667,0.6798245614035088,0.7285714285714285
74,0.7564102564102564,0.8684210526315789,0.9
75,0.7857142857142857,0.7142857142857143,0.6590909090909092
76,0.7666666666666667,0.8315217391304348,0.8
77,0.8181818181818181,0.8208333333333333,0.6923076923076923
78,0.9059829059829059,0.9473684210526315,0.9285714285714286
79,0.4658119658119658,0.625,0.625
80,0.8454545454545455,0.7250000000000001,0.7606837606837608
81,0.6974789915966387,0.7543859649122807,0.7454545454545455
82,0.8717948717948718,0.9166666666666666,0.890909090909091
83,0.8859649122807017,0.8760683760683761,0.8947368421052632
84,0.8045454545454546,0.7875,0.7675438596491228
85,0.8954545454545455,0.8319327731092437,0.8547008547008548
86,0.777310924369748,0.8070175438596491,0.7476190476190475
87,0.8136363636363636,0.8823529411764707,0.905982905982906
88,0.8428571428571429,0.9041666666666667,0.8583333333333333
89,0.6666666666666667,0.675,0.675
90,0.8041666666666667,0.8206521739130435,0.8206521739130435
91,0.888888888888889,0.8181818181818181,0.8571428571428572
92,0.888888888888889,0.9517543859649124,0.9363636363636364
93,0.7350427350427351,0.8376068376068376,0.7818181818181819
94,0.8162393162393162,0.7991452991452991,0.790909090909091
95,0.7863636363636365,0.7440476190476191,0.7440476190476191
96,0.8333333333333334,0.875,0.811965811965812
97,0.7982456140350878,0.8318181818181818,0.8434343434343435
98,0.8166666666666668,0.85,0.8619047619047618
99,0.7333333333333334,0.8529411764705882,0.7458333333333333
