epoch,lr,loss,dice,val_loss,val_dice
0,0.001,0.9534585550853184,0.4870692610048501,1.200987583569118,0.0036880692721195695
1,0.001,0.8774719970566885,0.5612180493283168,0.9055039862224034,0.5169343295856791
2,0.001,0.8507730277947018,0.5833281405061792,0.8250749826431274,0.6116090167445967
3,0.001,0.8266287909235273,0.6021147039462555,0.7937252432959421,0.6349946294111747
4,0.001,0.8062469952447073,0.6182013825118947,0.7726035240718296,0.648716617485722
5,0.001,0.7882358036722455,0.6323757597398412,0.7554408270972116,0.6613710911202374
6,0.001,0.7725422125203268,0.6442911346923319,0.7390957961763654,0.6739630614397856
7,0.001,0.7552248919010163,0.6589516478882815,0.7269651120049613,0.6845975584142122
8,0.001,0.7414461709771838,0.6691221311450254,0.7070631146430969,0.6999968139225385
9,0.001,0.7267485649245126,0.6809363975445979,0.6955120529447283,0.710213544337712
10,0.001,0.713741957289832,0.6919811569191482,0.6855971363612584,0.7196503487366469
11,0.001,0.7035233564036233,0.7001576796310365,0.671175947529929,0.7302830810806721
12,0.001,0.6943545273372105,0.7082628014949142,0.661442243712289,0.7379386043536095
13,0.001,0.6869673691477094,0.7140594089236598,0.6536362613950457,0.744070870271658
14,0.001,0.6804276236465999,0.719609198009016,0.646888701234545,0.7486561939545686
15,0.001,0.6755657080241612,0.7231244104389768,0.6409753390720913,0.7544710906386046
16,0.001,0.6674587120328631,0.7298781147724658,0.6354408318655832,0.7576608720240391
17,0.001,0.6625057799475533,0.7334730635550881,0.6297404551506043,0.7623476348123194
18,0.001,0.6585423243045807,0.7364440795326314,0.6262852770941598,0.765386678759077
19,0.001,0.6556482773167747,0.7383122448562295,0.6214500846181596,0.7682122016690687
20,0.001,0.650831401688712,0.741975420308304,0.6183535923276628,0.7708920847779606
21,0.001,0.6471915888786316,0.7446327378838123,0.614488456930433,0.7740929674988877
22,0.001,0.6434472366741726,0.7472790207501186,0.6100115704536438,0.777197194919144
23,0.001,0.6405600818565914,0.7494336371624477,0.608370384488787,0.7777024048233036
24,0.001,0.6393667544637408,0.7495189486031917,0.6053952312469483,0.7795363638046949
25,0.001,0.6361543074675968,0.7523370144666319,0.604058462211064,0.781187762529688
26,0.001,0.6327224288667951,0.7549296408606337,0.6015310645103454,0.7828572439278823
27,0.001,0.6318803104332515,0.7552253478356425,0.5981055412973676,0.7851322506059082
28,0.001,0.6293639128548758,0.7576146645130228,0.5981260909352983,0.7854861125574145
29,0.001,0.6263110225541251,0.759149020493005,0.5956105058533805,0.7867237044567601
30,0.001,0.6241959178447724,0.7609813539486304,0.5935499211720058,0.7887764373909347
31,0.001,0.6236165646144322,0.761020836534133,0.5917291416440691,0.7891887019745225
32,0.001,0.62291428565979,0.7617140227201442,0.5892920126233782,0.791526301346063
33,0.001,0.6198427995613643,0.764108286666403,0.5893996487345015,0.7907310601786783
34,0.001,0.618481833253588,0.7648002863223186,0.5872089154379708,0.7925215589629425
35,0.001,0.6165993359259196,0.7657938091636901,0.5873483525003705,0.7926064609474808
36,0.001,0.6141286379950387,0.7676126807166577,0.5835292996679033,0.7951421508712182
37,0.001,0.6125488561391831,0.7695201735457331,0.5818759029252188,0.7959914143924371
38,0.001,0.61334320970944,0.7684305660602885,0.5809016258375985,0.7958905105698793
39,0.001,0.6098148095607757,0.7708048500027308,0.5796154424122402,0.7977418258740075
40,0.001,0.6076204095567975,0.7725369142179411,0.5781034323147365,0.7986708327012455
41,0.001,0.6060887756517955,0.773479808665761,0.577685819693974,0.7984697041504943
42,0.001,0.6066952203001295,0.7723692559849011,0.5763903893743243,0.7994438881408955
43,0.001,0.6046778406415667,0.7737015501722188,0.5743230857167925,0.8003939338326456
44,0.001,0.6042325420039041,0.7746355588255863,0.5730391100474767,0.8017987764026041
45,0.001,0.6032104635238648,0.7752779085712278,0.5743960625784738,0.8000486324950999
46,0.001,0.6014056515693664,0.7758325991934164,0.5715656273705618,0.802368827568073
47,0.001,0.6003125002554485,0.7772536178237709,0.5713206393378122,0.8014423728252948
48,0.001,0.5991468713113239,0.7777331648958153,0.57111887046269,0.8021704243673344
49,0.001,0.5983774707998548,0.7777862189855622,0.5708273659433637,0.8023493817545391
50,0.001,0.5963752583095006,0.7795931880998453,0.5676461114202227,0.8048701793471611
51,0.001,0.5964724271638053,0.7793629889250592,0.5682040125983102,0.8035097311025327
52,0.001,0.595763401389122,0.7799083535053387,0.5657473308699471,0.8056006602244536
53,0.001,0.5947603304045541,0.7803492119567205,0.5659841414860317,0.8053929712589545
54,0.001,0.5938449609279632,0.7811301181403943,0.564702240058354,0.8061868492917927
55,0.001,0.5925284964697701,0.7820801445788502,0.564261658191681,0.8063706761681931
56,0.001,0.591604244198118,0.7827252444086598,0.562993027142116,0.8069853239830178
57,0.001,0.5902178978068487,0.7834644184801485,0.5620151128087725,0.807506495557291
58,0.001,0.5903334265095846,0.7831787800906588,0.5610303466660636,0.8087919720357196
59,0.001,0.5887629957709993,0.7848257039171648,0.5612544165338789,0.8082960242240101
