epoch,lr,loss,dice,val_loss,val_dice
60,0.001,0.5895820380108697,0.783560589516276,0.5600549037115915,0.808393000437278
61,0.001,0.5880193647316524,0.7848981743683364,0.5591833138465881,0.8092952080047083
62,0.001,0.5867514554943357,0.7853442818934792,0.5583517650195531,0.8100427823997056
63,0.001,0.5862909695080348,0.7855433118317968,0.5576065444946289,0.8107419751240067
64,0.001,0.5843928963797433,0.7871812526721921,0.5567568666594369,0.8108981326224409
65,0.001,0.5834638556412288,0.7882721609052784,0.5572565514700754,0.8107992376715668
66,0.001,0.5839629753998348,0.7879040692016502,0.5577221025739397,0.8098260575789992
67,0.001,0.5831050935813359,0.787557418502108,0.5567748297963824,0.8102696667703616
68,0.001,0.5825826028415135,0.7883494878051331,0.5574608469009399,0.8096284327891429
69,0.001,0.5809392468418394,0.7894790903290116,0.5538900348118373,0.8129543998822044
70,0.001,0.5809763825791223,0.7893076115567319,0.5542404525620597,0.8116993110852382
71,0.001,0.5787324896029064,0.7909740996064121,0.5533306234223502,0.8132072949658404
72,0.001,0.5796725507293429,0.7904967208329153,0.5517113443783351,0.8137281526443335
73,0.001,0.5797087571450642,0.7897657100704539,0.5523487969807216,0.8128255698841002
74,0.001,0.5772412362268993,0.7915541027404271,0.5514129301479884,0.8136908114449501
75,0.001,0.5768848825352533,0.7919863190006124,0.5518531680107117,0.8139179006554089
76,0.001,0.5762039648635047,0.7927365724529112,0.5499853825569153,0.8146222947106472
77,0.001,0.5766361830064228,0.7919734997281224,0.5496122142246791,0.8146436464307232
78,0.001,0.575981086577688,0.7929780374737675,0.5489312195777893,0.8157998347520033
79,0.001,0.5743326246738434,0.793980321259806,0.5487148591450283,0.8154649679336174
80,0.001,0.5748600603852954,0.7933003996228618,0.5482369215147835,0.8156561436394492
81,0.001,0.5734602303164346,0.7938069650997067,0.5480124718802316,0.8157173937383765
82,0.001,0.572922785452434,0.7948070729785002,0.5470825185094561,0.816941191161184
83,0.001,0.5731380443913596,0.79430358110321,0.5467422134535653,0.8168973252311976
84,0.001,0.5712249256031854,0.7961929576463203,0.5459342850957598,0.817813619114101
85,0.001,0.5719421839714051,0.7948875524309083,0.5457881631170001,0.8175224016156346
86,0.001,0.5705311084645135,0.7963198313589377,0.5465590684754508,0.8169124984083633
87,0.001,0.5703860591139113,0.7960959333115321,0.5463179928915841,0.8173226456853303
88,0.001,0.5703188148566655,0.7964577297962623,0.5437487299101693,0.8183902263794036
89,0.001,0.5696647499288832,0.7965552799709318,0.5439163974353245,0.8187434373303575
90,0.001,0.5701131570339203,0.7956545445351292,0.5426479176112584,0.819750481260496
91,0.001,0.5686910410438265,0.7966571987105645,0.5429474547931126,0.81917242623947
92,0.001,0.5684638529164451,0.7973273786139324,0.542479840687343,0.8190314398961275
93,0.001,0.568376402940069,0.7974307498721244,0.5423558238574436,0.8196605476484653
94,0.001,0.5661063570635659,0.7986512077835549,0.541641434260777,0.8197104706551526
95,0.001,0.5671432826348713,0.7984749247895032,0.5412883969715664,0.8204734830513025
96,0.001,0.5672257870435715,0.7981287366177775,0.5418255209922791,0.8195086620391108
97,0.001,0.5648414423636028,0.8001938410033531,0.5407022953033447,0.8206284586943123
98,0.001,0.5659698135512216,0.7990194550715063,0.5395326903888158,0.8211513533876833
99,0.001,0.5652285610777991,0.7993753700946075,0.5396004840305874,0.821007449794972
100,0.001,0.5629816043376923,0.8014391030018634,0.5394252293450492,0.8210706508143089
101,0.001,0.5637010584558759,0.8006251776468346,0.5398064565658569,0.8208454984384401
102,0.001,0.5641107828276498,0.7997218340573884,0.5398654999051775,0.8206571065210625
103,0.001,0.5631698831490108,0.8007511216491267,0.5382497991834369,0.8219428428964141
104,0.001,0.5629458148138864,0.8008973866125603,0.5379412422861372,0.8223659559845976
105,0.001,0.5623963639565877,0.8014942521978238,0.5374160173961094,0.8225046812375031
106,0.001,0.5617899239063263,0.8019990653801804,0.5372945383616856,0.8229617619296592
107,0.001,0.561986117873873,0.8017617807358194,0.5368837601797921,0.8225887444981015
108,0.001,0.5618814175469534,0.8017638087639758,0.5367268170629229,0.823646445447743
109,0.001,0.5607489384072167,0.8023029284957319,0.5377159690856934,0.821920447454982
110,0.001,0.5600636808361326,0.8025768267456687,0.535866128376552,0.8234587872800588
111,0.001,0.5611437198945454,0.8024685046205903,0.5357148494039263,0.8238022540642171
112,0.001,0.559122444987297,0.804187022139683,0.5363610271045139,0.8231690160800812
113,0.001,0.5596402702161244,0.8032375363962612,0.5356307220458985,0.823511297764309
114,0.001,0.5577818090575082,0.8042234798509008,0.5348730407442366,0.8243250078885754
115,0.001,0.5587928431374686,0.8034496940840794,0.5350772210529873,0.8235455883298778
116,0.001,0.5591485684258597,0.8032023646658476,0.5342078757286072,0.8257015559064445
117,0.001,0.5581451180151531,0.804166075456098,0.5341767454147339,0.8244070327464927
118,0.001,0.558719334432057,0.8035672715961194,0.5342846723965237,0.8243070743681261
119,0.001,0.5574326390879495,0.8043571561996746,0.5336162195886884,0.8246149966690156
120,0.001,0.5583723435231618,0.8038278922735672,0.5340370236124311,0.825009388082953
121,0.001,0.5565744588204793,0.8050676048267098,0.5330164326940264,0.8255798390737571
122,0.001,0.5573683886868613,0.8043809363900746,0.5339382406643459,0.8245851093363379
123,0.001,0.5560139795712062,0.8054495365086354,0.5330632318769183,0.8254311103417176
124,0.001,0.5559030218635287,0.8047492181434751,0.5327034309932164,0.8255743429249474
125,0.001,0.5560793995005744,0.8058955535037183,0.5328683999606542,0.8252182102318025
126,0.001,0.5558275771141052,0.8063226851454514,0.5316683084624154,0.8264917515495517
127,0.001,0.5555968270983015,0.8052331665519238,0.5312635275295803,0.8264194684866413
128,0.001,0.5552490336554391,0.8058232824582806,0.5320239632470267,0.8258516082318574
129,0.001,0.5537262811831065,0.8069320112121833,0.5315497258731298,0.8262554396897328
130,0.001,0.5549973350763321,0.8059148163743586,0.5314074996539525,0.8262772976134788
131,0.001,0.5551419528041567,0.8061161035182784,0.5308119974817549,0.827168699525091
132,0.001,0.5549548609767642,0.8059244990598494,0.5317070075443813,0.8258254174644603
133,0.001,0.5550346437522343,0.8061641930513723,0.5303726131575448,0.8272092325735407
134,0.001,0.5534987636123385,0.8062944315101083,0.5308585548400879,0.826414603073854
135,0.001,0.5540060530390059,0.8068367706846723,0.5304594397544861,0.8270125524572532
136,0.001,0.554372621519225,0.8067224708029458,0.5303138310568674,0.8270476787204433
137,0.001,0.5527624806335995,0.8071090302773217,0.5310515247072493,0.826303374642561
138,0.001,0.5539993129457746,0.8063124127904695,0.5297641004834857,0.8271761800553362
139,0.001,0.5534664677722113,0.8067396169328399,0.531096784046718,0.8269378452147796
140,0.001,0.5538653812238148,0.8069464480884654,0.5295554488045828,0.8278458836007647
141,0.001,0.5524518705265863,0.8078357044999707,0.5304321013178144,0.8265209312637991
142,0.001,0.5533208577973502,0.8072884729531719,0.5300867206709725,0.8267227625085288
143,0.001,0.551945982490267,0.8075469926730067,0.5303858034951346,0.8267522949041524
144,0.001,0.5522974307196481,0.8076106373923573,0.529962465763092,0.8270059738887232
145,0.001,0.5531309119292668,0.8073386944109306,0.5295731704575675,0.8275919751047663
146,0.001,0.551940170271056,0.8080052106632011,0.5293791583606176,0.8273025862346942
147,0.001,0.5521467185020447,0.808058833101486,0.5285035470553807,0.8283639608175646
148,0.001,0.5526921336991446,0.8070806720493364,0.5285169274466378,0.8283224217479108
149,0.001,0.5520870735815593,0.8081317268985738,0.5290064426830837,0.8274145443393344
150,0.001,0.5513179504871368,0.8086766777496641,0.5287894630432128,0.8278021979251868
151,0.001,0.5508153777463095,0.8087325855515732,0.5292664085115705,0.8272503800547771
152,0.001,0.5514977662903922,0.8083138849574971,0.5283301315988813,0.8285602875727708
153,0.001,0.5511564803974969,0.8087058680523779,0.5290299773216247,0.8274832711633813
154,0.001,0.5501807654755456,0.8097472704166491,0.5288383201190403,0.8279413344190228
155,0.001,0.5509808077130999,0.808581528559368,0.5278870480401175,0.8284836812589517
156,0.001,0.5510891251053129,0.8085820958565139,0.5288312091146197,0.8279062479399962
157,0.001,0.5500809869595936,0.8095435884883558,0.5286802894728524,0.828094686677497
158,0.001,0.5501363532883781,0.8098464794779102,0.5280493831634522,0.8282877144187123
159,0.001,0.5504102060624532,0.8088143479304973,0.5277373773711068,0.8284785212338868
160,0.001,0.5503986562149865,0.8089096508565246,0.527948671409062,0.8282496260915733
161,0.001,0.5497792951549803,0.809346333674181,0.5276356271335056,0.8287102690137168
