datasetInd,auc_1year,auc_2year,auc_3year
0,0.670940170940171,0.6973684210526315,0.7575757575757576
1,0.9254385964912281,0.8666666666666667,0.8034188034188035
2,0.7181818181818184,0.7121212121212122,0.7121212121212122
3,0.8045454545454546,0.8151260504201681,0.8076923076923077
4,0.6616161616161615,0.6578947368421052,0.7478991596638656
5,0.6318181818181818,0.5958333333333333,0.631578947368421
6,0.7105263157894737,0.7184873949579833,0.6965811965811965
7,0.7863636363636364,0.7563025210084033,0.7307692307692307
8,0.7428571428571429,0.6833333333333333,0.6837606837606838
9,0.7350427350427351,0.719298245614035,0.6464646464646464
10,0.6470588235294118,0.6764705882352942,0.6228070175438597
11,0.8434343434343434,0.6541666666666668,0.6666666666666666
12,0.7324561403508771,0.6680672268907564,0.6680672268907564
13,0.7763157894736842,0.680672268907563,0.6535087719298246
14,0.6761904761904761,0.6208333333333333,0.6190476190476191
15,0.7227272727272727,0.6638655462184874,0.6454545454545455
16,0.7478632478632479,0.8041666666666667,0.7692307692307693
17,0.6008771929824561,0.6622807017543859,0.6636363636363637
18,0.6403508771929824,0.6512605042016807,0.6140350877192983
19,0.6708333333333334,0.6491228070175438,0.6227272727272727
20,0.7000000000000001,0.5571428571428572,0.5217391304347826
21,0.6458333333333334,0.6153846153846154,0.6153846153846154
22,0.6974789915966386,0.7554347826086957,0.7554347826086957
23,0.7478632478632479,0.6837606837606838,0.6837606837606838
24,0.8,0.7833333333333334,0.7689075630252101
25,0.6909090909090909,0.7280701754385964,0.6952380952380953
26,0.8541666666666666,0.7047619047619048,0.6818181818181818
27,0.7564102564102564,0.7017543859649122,0.680952380952381
28,0.7051282051282052,0.680672268907563,0.6681818181818182
29,0.6791666666666667,0.7626262626262628,0.7282608695652173
30,0.8508771929824562,0.8067226890756302,0.8590909090909091
31,0.6181818181818183,0.6875,0.6973684210526315
32,0.7310924369747899,0.7727272727272727,0.7727272727272727
33,0.8484848484848484,0.7857142857142858,0.7649572649572649
34,0.7192982456140351,0.594017094017094,0.5921052631578947
35,0.8238095238095239,0.6958333333333333,0.7105263157894737
36,0.7435897435897436,0.5630252100840336,0.44021739130434784
37,0.688034188034188,0.7763157894736842,0.7500000000000001
38,0.7666666666666666,0.764957264957265,0.764957264957265
39,0.7272727272727273,0.7436974789915967,0.7675438596491229
40,0.6239316239316239,0.7058823529411765,0.6885964912280702
41,0.782051282051282,0.8181818181818182,0.787878787878788
42,0.5681818181818181,0.5657894736842105,0.5404040404040404
43,0.7268907563025211,0.7095238095238096,0.7065217391304348
44,0.6625000000000001,0.6538461538461537,0.7272727272727273
45,0.8090909090909091,0.7393162393162394,0.7393162393162394
46,0.5840336134453782,0.5726495726495726,0.5614035087719298
47,0.7363636363636364,0.6083333333333333,0.5789473684210527
48,0.7523809523809524,0.7222222222222222,0.7105263157894737
49,0.6837606837606838,0.6904761904761905,0.6902173913043479
50,0.625,0.6008771929824561,0.6238095238095238
51,0.7606837606837608,0.7863247863247863,0.7863247863247863
52,0.6722689075630253,0.7149122807017544,0.6333333333333333
53,0.7095238095238096,0.7125,0.7416666666666667
54,0.5588235294117647,0.5285714285714286,0.5833333333333333
55,0.8636363636363636,0.725,0.7521367521367521
56,0.726890756302521,0.6212121212121212,0.6212121212121212
57,0.825,0.7590909090909091,0.7380952380952381
58,0.6,0.611111111111111,0.6008771929824561
59,0.6333333333333333,0.6176470588235294,0.6291666666666667
60,0.7761904761904763,0.5541666666666666,0.547008547008547
61,0.6272727272727273,0.5833333333333333,0.5681818181818181
62,0.5833333333333333,0.6414141414141414,0.6369047619047619
63,0.6622807017543859,0.547008547008547,0.5454545454545454
64,0.6218487394957983,0.5745614035087719,0.4904761904761905
65,0.6666666666666666,0.6413043478260869,0.7142857142857143
66,0.7833333333333333,0.7272727272727273,0.7428571428571429
67,0.7058823529411765,0.6538461538461539,0.65
68,0.5555555555555556,0.6818181818181818,0.6761904761904761
69,0.7777777777777778,0.7583333333333333,0.6885964912280701
70,0.837719298245614,0.7058823529411765,0.7409090909090909
71,0.6136363636363638,0.7456140350877193,0.7761904761904762
72,0.6965811965811965,0.8291666666666667,0.8235294117647058
73,0.6375,0.7368421052631579,0.7428571428571429
74,0.6965811965811967,0.8333333333333333,0.8454545454545455
75,0.5238095238095237,0.45378151260504207,0.4545454545454546
76,0.5166666666666667,0.6413043478260869,0.6153846153846154
77,0.7363636363636364,0.675,0.5854700854700855
78,0.8076923076923077,0.8640350877192983,0.8476190476190476
79,0.7264957264957266,0.7554347826086957,0.7554347826086957
80,0.8136363636363636,0.7541666666666667,0.7692307692307693
81,0.5798319327731092,0.6491228070175438,0.6363636363636364
82,0.8205128205128205,0.7543859649122807,0.7727272727272727
83,0.75,0.8076923076923077,0.7982456140350878
84,0.6863636363636364,0.6708333333333334,0.6622807017543859
85,0.7636363636363637,0.819327731092437,0.8504273504273504
86,0.8403361344537815,0.7105263157894737,0.7380952380952381
87,0.6681818181818182,0.6932773109243697,0.6965811965811965
88,0.8380952380952381,0.7583333333333333,0.7375
89,0.8157894736842105,0.8625,0.8625
90,0.6833333333333333,0.7065217391304348,0.7065217391304348
91,0.7307692307692308,0.6727272727272728,0.6714285714285715
92,0.6837606837606839,0.6535087719298246,0.6318181818181818
93,0.7692307692307693,0.7777777777777778,0.7272727272727273
94,0.5897435897435898,0.6965811965811965,0.6545454545454545
95,0.6954545454545454,0.5952380952380952,0.5952380952380952
96,0.764957264957265,0.7375,0.7307692307692307
97,0.6666666666666666,0.6318181818181818,0.6212121212121212
98,0.7375,0.6954545454545454,0.6761904761904762
99,0.7142857142857143,0.8067226890756303,0.8291666666666667
