datasetId,auc_1year,auc_2year,auc_3year
dataset69,0.8047619047619048,0.6958333333333333,0.645137946630484
dataset70,0.858695652173913,0.6875000000000001,0.6311111111111112
dataset71,0.8818181818181818,0.8526785714285714,0.8506787330316742
dataset72,0.7952380952380953,0.7333333333333333,0.7986516034985423
dataset73,0.6818181818181818,0.7916666666666666,0.8064868804664723
dataset74,0.7909090909090909,0.7899159663865547,0.8377056469542018
dataset75,0.8484848484848484,0.7737556561085973,0.7899999999999999
dataset76,0.9571428571428572,0.7901785714285714,0.7733333333333333
dataset77,0.8823529411764707,0.8504273504273504,0.8504273504273504
dataset78,0.797979797979798,0.8287037037037037,0.84375
dataset79,0.9,0.8229665071770336,0.8571428571428571
dataset80,0.7272727272727273,0.7777777777777778,0.9140271493212669
dataset81,0.8523809523809525,0.7815126050420168,0.808930425752856
dataset82,0.8695652173913043,0.7276785714285714,0.7314814814814815
dataset83,0.7999999999999999,0.7563025210084033,0.7907514450867054
dataset84,0.7954545454545454,0.8303571428571428,0.8229665071770335
dataset85,0.6785714285714286,0.5190476190476191,0.6015672705068187
dataset86,0.8585858585858586,0.7454545454545455,0.7779805352798056
dataset87,0.8047619047619048,0.8445378151260504,0.8419037199124727
dataset88,0.8376068376068376,0.888888888888889,0.9212962962962963
dataset89,0.7571428571428571,0.680672268907563,0.680672268907563
dataset90,0.9238095238095239,0.7291666666666667,0.7046190872905674
dataset91,0.7777777777777778,0.7777777777777778,0.7737556561085973
dataset92,0.764957264957265,0.8,0.8293080054274085
dataset93,0.8939393939393938,0.7777777777777778,0.7786892975011787
dataset94,0.7307692307692307,0.7916666666666666,0.7343069666182874
dataset95,0.8090909090909091,0.8125,0.8506074411541382
dataset96,0.7772727272727273,0.7541666666666667,0.734610756271406
dataset97,0.8630952380952381,0.8409090909090908,0.9245545934109685
dataset98,0.8247863247863249,0.773109243697479,0.8159190371991248
dataset99,0.8596491228070176,0.726890756302521,0.7456236323851205
