datasetId,auc_1year,auc_2year,auc_3year
dataset0,0.6533333333333334,0.7719298245614035,0.6322787267080745
dataset1,0.6842105263157895,0.7833333333333333,0.6944337442218799
dataset2,0.7181818181818183,0.7857142857142857,0.7095185995623633
dataset3,0.6666666666666667,0.8319327731092437,0.8222411026149344
dataset4,0.6857142857142857,0.8379629629629629,0.761904761904762
dataset5,0.9476190476190476,0.9914529914529914,0.8981612446958982
dataset6,0.5858585858585859,0.7815126050420169,0.68359375
dataset7,0.8,0.7420814479638009,0.648888888888889
dataset8,0.6578947368421052,0.7782805429864253,0.7222222222222221
dataset9,0.6578947368421053,0.8083333333333333,0.7852587463556853
dataset10,0.580952380952381,0.7187500000000001,0.7187500000000001
dataset11,0.7857142857142858,0.8193277310924371,0.7659279778393352
dataset12,0.7136752136752137,0.7815126050420168,0.7815126050420168
dataset13,0.8552631578947368,0.8552631578947368,0.8314412859867405
dataset14,0.7833333333333334,0.8109243697478993,0.7357768052516412
dataset15,0.8380952380952381,0.858974358974359,0.7888487841945289
dataset16,0.7333333333333334,0.8290598290598291,0.7422063507383457
dataset17,0.7238095238095239,0.725,0.6416727405247813
dataset18,0.8227272727272728,0.8277310924369748,0.7295386904761906
dataset19,0.6857142857142857,0.8791666666666667,0.7258921791951406
dataset20,0.6533333333333334,0.7719298245614035,0.6322787267080745
dataset21,0.5428571428571429,0.7541666666666667,0.7049927113702623
dataset22,0.7090909090909092,0.7606837606837608,0.7131086835771154
dataset23,0.8045454545454548,0.8125,0.6818476349162269
dataset24,0.8636363636363635,0.8277310924369748,0.8277310924369748
dataset25,0.7952380952380953,0.7647058823529412,0.7585703865791394
dataset26,0.6714285714285715,0.7833333333333333,0.7272135416666667
dataset27,0.6857142857142857,0.8151260504201681,0.7167832167832168
dataset28,0.5714285714285714,0.5833333333333334,0.46393318147304485
dataset29,0.6414141414141414,0.7466666666666666,0.6742081447963801
dataset30,0.7771739130434783,0.8025210084033614,0.6086751086751088
dataset31,0.7307692307692308,0.8760683760683761,0.8760683760683761
dataset32,0.6842105263157894,0.7948717948717949,0.7493741058655222
dataset33,0.8114035087719298,0.8375,0.7681422351233672
dataset34,0.7863636363636364,0.861344537815126,0.8748845798707295
dataset35,0.7142857142857143,0.7541666666666667,0.71375
dataset36,0.6190476190476191,0.7264957264957265,0.6531344410876133
dataset37,0.7272727272727273,0.7435897435897435,0.5981140971239981
dataset38,0.657608695652174,0.782051282051282,0.766238670694864
dataset39,0.6904761904761904,0.8333333333333334,0.7274870344177274
dataset40,0.6095238095238096,0.656108597285068,0.6425339366515836
dataset41,0.6324786324786326,0.7850877192982456,0.645008562506296
dataset42,0.6447368421052632,0.7321428571428572,0.6517857142857144
dataset43,0.6607142857142856,0.6458333333333334,0.5718781819864852
dataset44,0.6752136752136753,0.7016806722689076,0.7016806722689076
