datasetInd,auc_1year,auc_2year,auc_3year
0,0.923076923076923,0.912280701754386,0.8686868686868686
1,0.8377192982456141,0.8333333333333334,0.8974358974358975
2,0.8545454545454545,0.9494949494949494,0.9494949494949494
3,0.8545454545454545,0.8319327731092437,0.8333333333333334
4,0.8535353535353535,0.8464912280701754,0.7815126050420168
5,0.8090909090909091,0.7458333333333333,0.7543859649122806
6,0.881578947368421,0.953781512605042,0.9188034188034188
7,0.9454545454545454,0.957983193277311,0.9914529914529915
8,0.8333333333333334,0.8875,0.8547008547008547
9,0.8418803418803419,0.7894736842105263,0.6919191919191919
10,0.8991596638655462,0.907563025210084,0.8552631578947368
11,0.7575757575757576,0.7666666666666667,0.7735042735042735
12,0.8684210526315789,0.9705882352941178,0.9705882352941178
13,0.8596491228070176,0.8907563025210085,0.8508771929824561
14,0.7666666666666666,0.8541666666666666,0.7047619047619048
15,0.85,0.8151260504201681,0.7454545454545456
16,0.8760683760683761,0.875,0.8461538461538461
17,0.7631578947368421,0.8815789473684211,0.9227272727272727
18,0.763157894736842,0.7647058823529412,0.7368421052631577
19,0.8791666666666667,0.8947368421052632,0.9090909090909091
20,0.6863636363636363,0.6285714285714286,0.6304347826086957
21,0.9666666666666667,0.9658119658119658,0.9658119658119658
22,0.7815126050420168,0.7934782608695652,0.7934782608695652
23,0.7905982905982906,0.8076923076923076,0.8076923076923076
24,0.7772727272727273,0.7625,0.7815126050420168
25,0.8318181818181818,0.9166666666666666,0.8476190476190476
26,0.8250000000000001,0.8380952380952381,0.8181818181818182
27,0.8461538461538461,0.9649122807017544,0.9380952380952381
28,0.8803418803418804,0.8949579831932774,0.8545454545454546
29,0.8333333333333333,0.9393939393939393,0.9130434782608695
30,0.75,0.773109243697479,0.7318181818181818
31,0.8363636363636364,0.8666666666666667,0.8333333333333334
32,0.8067226890756303,0.8838383838383839,0.8838383838383839
33,0.8686868686868687,0.8949579831932774,0.9102564102564102
34,0.8026315789473685,0.8675213675213675,0.8771929824561403
35,0.9523809523809524,0.8333333333333334,0.7587719298245613
36,0.811965811965812,0.7689075630252101,0.7771739130434782
37,0.8547008547008547,0.8728070175438597,0.890909090909091
38,0.8238095238095239,0.9145299145299146,0.9145299145299146
39,0.8636363636363635,0.9243697478991596,0.956140350877193
40,0.9358974358974359,0.9201680672268907,0.8728070175438597
41,0.9829059829059829,0.959090909090909,0.9242424242424242
42,0.8272727272727273,0.763157894736842,0.6767676767676768
43,0.8529411764705883,0.780952380952381,0.7228260869565217
44,0.8333333333333334,0.8803418803418803,0.8
45,0.8636363636363636,0.8675213675213675,0.8675213675213675
46,0.8739495798319327,0.8675213675213675,0.8464912280701754
47,0.8590909090909091,0.8541666666666666,0.8114035087719298
48,0.8095238095238095,0.8760683760683761,0.8859649122807017
49,0.7948717948717948,0.8285714285714286,0.8152173913043479
50,0.7541666666666667,0.7412280701754386,0.7476190476190476
51,0.905982905982906,0.9444444444444444,0.9444444444444444
52,0.8403361344537815,0.8157894736842105,0.8142857142857143
53,0.861904761904762,0.9,0.85
54,0.8445378151260504,0.8714285714285714,0.7976190476190477
55,0.8863636363636364,0.8875,0.8162393162393163
56,0.8445378151260504,0.7626262626262627,0.7626262626262627
57,0.8041666666666667,0.8590909090909092,0.8857142857142858
58,0.8636363636363636,0.9017094017094017,0.9035087719298246
59,0.7761904761904761,0.8025210084033613,0.7916666666666666
60,0.9095238095238095,0.8624999999999999,0.8547008547008547
61,0.9136363636363636,0.881578947368421,0.9
62,0.8083333333333333,0.8888888888888888,0.8273809523809524
63,0.7543859649122807,0.7735042735042734,0.7363636363636364
64,0.7647058823529411,0.8728070175438597,0.8666666666666667
65,0.811965811965812,0.7934782608695652,0.8095238095238095
66,0.8291666666666667,0.7454545454545455,0.7285714285714285
67,0.8907563025210085,0.8846153846153847,0.8272727272727273
68,0.8418803418803419,0.8363636363636364,0.7904761904761906
69,0.8333333333333333,0.9249999999999999,0.8552631578947368
70,0.8114035087719299,0.9243697478991596,0.9227272727272727
71,0.9045454545454545,0.9473684210526315,0.938095238095238
72,0.8504273504273504,0.8583333333333334,0.9033613445378151
73,0.7541666666666667,0.7894736842105263,0.8047619047619048
74,0.7905982905982906,0.9035087719298246,0.9409090909090909
75,0.7666666666666667,0.7478991596638656,0.65
76,0.8125,0.9130434782608695,0.8769230769230769
77,0.8636363636363636,0.85,0.7307692307692308
78,0.9658119658119658,0.9605263157894737,0.9333333333333333
79,0.6324786324786325,0.8152173913043478,0.8152173913043478
80,0.8863636363636364,0.8708333333333333,0.8717948717948718
81,0.7773109243697479,0.7982456140350876,0.7954545454545455
82,0.923076923076923,0.9429824561403508,0.9181818181818181
83,0.9078947368421052,0.8547008547008548,0.8728070175438597
84,0.8590909090909091,0.8708333333333333,0.837719298245614
85,0.8772727272727273,0.865546218487395,0.9145299145299145
86,0.8445378151260504,0.9473684210526315,0.8857142857142858
87,0.9318181818181818,0.9411764705882353,0.9658119658119658
88,0.8619047619047618,0.875,0.8333333333333334
89,0.837719298245614,0.8541666666666666,0.8541666666666666
90,0.8583333333333333,0.8804347826086957,0.8804347826086957
91,0.923076923076923,0.8545454545454545,0.8761904761904762
92,0.9658119658119658,0.9517543859649124,0.9272727272727272
93,0.7393162393162394,0.8504273504273505,0.8
94,0.8504273504273504,0.8076923076923077,0.8
95,0.8318181818181818,0.8333333333333334,0.8333333333333334
96,0.8717948717948718,0.8833333333333333,0.8290598290598291
97,0.868421052631579,0.8590909090909091,0.9090909090909091
98,0.8541666666666667,0.9272727272727274,0.9333333333333333
99,0.8142857142857143,0.8823529411764707,0.7666666666666667
